NAME_2,STATE_NA_1,Land resource area,Pasture_grassland_mean_npp(gC/m2/yr),Grassland/Pasture NPP percetage of LRRs,HANPP_grazing(gC/m2/yr)Site_speific,Grassland/Pasture area_Acres,Grassland/Pasture area_m2,HANPP_grazing_Tonnes(Site specific),County_Area_m2,HANPP_grazing_gC/m2/yr(County),HANPP_grazing_Tonnes(County)
Hendry,Florida,Florida,803.67518,14.12,113.4789354,216595,876529641.7,99467.6506,3081750016,32.27635275,
Miami-Dade,Florida,Florida,1234.748999,14.12,174.3465587,1299,5256871.14,916.5173926,5230380032,0.175229598,
Broward,Florida,Florida,503.571486,14.12,71.10429382,7519.8,30431577.83,2163.815851,3173629952,0.681811013,
Palm Beach,Florida,Florida,1104.12441,14.12,155.9023667,12575.8,50892501.99,7934.261507,5766669824,1.375882745,
Hillsborough,Florida,Florida,682.409143,14.12,96.35617099,105550.1,427146477.7,41158.19904,2808740096,14.65361608,
Polk,Florida,Florida,509.774987,14.12,71.98022816,207936.1,841488285.6,60570.5188,5207059968,11.63238357,
Pasco,Florida,Florida,557.185464,14.12,78.67458752,55789.3,225771486.6,17762.47858,1992009984,8.916862227,
Seminole,Florida,Florida,590.899,14.12,83.4349388,10660.3,43140741.66,3599.44514,894449024,4.024203776,
Manatee,Florida,Florida,724.721715,14.12,102.3307062,146657.7,593503179.8,60733.5995,2060889984,29.46959807,
Marion,Florida,Florida,485.553354,14.12,68.56013358,189533.4,767015135.1,52586.66013,4306359808,12.21139488,
Collier,Florida,Florida,838.293504,14.12,118.3670428,57645.6,233283672.8,27613.09848,5448659968,5.067869648,
Charlotte,Florida,Florida,680.705474,14.12,96.11561293,72625.6,293905635.6,28248.92031,1934119936,14.60556803,
Santa Rosa,Florida,Florida,603.748944,14.12,85.24935089,27019.4,109343729.1,9321.481929,2974070016,3.134251002,
Indian River,Florida,Florida,1097.034108,14.12,154.901216,59471,240670811.1,37280.2013,1399299968,26.64203684,
Lake,Florida,Florida,575.413944,14.12,81.24844889,118790.8,480729736.9,39058.54546,2995640064,13.03846411,
Orange,Florida,Florida,609.46104,14.12,86.05589885,54664.8,221220792.5,19037.35414,2597920000,7.327921624,
Saint Johns,Florida,Florida,750.383163,14.12,105.9541026,9247.8,37424551.91,3965.284813,1744210048,2.273398676,
Osceola,Florida,Florida,534.268813,14.12,75.4387564,272873.1,1104279233,83305.45209,3901129984,21.35418518,
Pinellas,Florida,Florida,517.38365,14.12,73.05457138,773,3128222.78,228.5309744,850764992,0.268618216,
Lee,Florida,Florida,693.508952,14.12,97.92346402,32592.6,131897689.2,12915.87863,2301720064,5.611402893,
Clay,Florida,Florida,433.91914,14.12,61.26938257,19253.8,77917433.07,4773.953015,1666759936,2.864211523,
Hernando,Florida,Florida,531.290949,14.12,75.018282,22874.4,92569494.38,6944.404434,1291149952,5.378464696,
Sumter,Florida,Florida,501.218644,14.12,70.77207253,65034.6,263185921.4,18626.21312,1502119936,12.39995068,
Flagler,Florida,Florida,611.393644,14.12,86.32878253,16848,68181497.28,5886.025651,1314230016,4.478687581,
Volusia,Florida,Florida,545.039191,14.12,76.95953377,35196.2,142434093.9,10961.66146,3279259904,3.342724207,
Brevard,Florida,Florida,959.577579,14.12,135.4923542,71221.4,288223034.8,39052.01751,3353999872,11.64341652,
Hardee,Florida,Florida,569.925545,14.12,80.47348695,151342.4,612461504.9,49286.91292,1653299968,29.81123443,
Okeechobee,Florida,Florida,571.33285,14.12,80.67219842,226569.2,916893832.7,73967.8412,2308709888,32.03860372,
Saint Lucie,Florida,Florida,1063.962774,14.12,150.2315437,117218.7,474367668.3,71264.98708,1583730048,44.99819093,
Sarasota,Florida,Florida,563.916366,14.12,79.62499088,47378.5,191734156.5,15266.83046,1568400000,9.734015853,
DeSoto,Florida,Florida,619.797436,14.12,87.51539796,154077.5,623530071.7,54568.48236,1655379968,32.96432446,
Highlands,Florida,Florida,620.284564,14.12,87.58418044,230479.8,932719483.4,81691.47153,2864209920,28.52146798,
Glades,Florida,Florida,576.099224,14.12,81.34521043,159736.3,646430443,52584.02041,2556489984,20.5688349,
Martin,Florida,Florida,850.167594,14.12,120.0436643,100337.3,406051005.9,48743.85063,1756729984,27.74692245,
Monroe,Florida,Florida,808.115385,14.12,114.1058924,56.7,229456.962,26.18239141,3564999936,0.007344289,
,,,,,,,,,,#DIV/0!,
Saint Joseph,Michigan,Lake states,824.582567,3.45,28.44809856,13579.7,54955144.74,1563.369374,1487320064,1.051131772,
Charlevoix,Michigan,Lake states,693.033471,3.45,23.90965475,19508.2,78946954.25,1887.59442,1180380032,1.599141267,
Macomb,Michigan,Lake states,705.066672,3.45,24.32480018,16972.9,68686950.09,1670.796336,1255100032,1.331205716,
Kent,Michigan,Lake states,744.913232,3.45,25.6995065,43307.1,175257770.7,4504.038218,2258279936,1.994455225,
Genesee,Michigan,Lake states,634.839071,3.45,21.90194795,44155.3,178690317.4,3913.66603,1682419968,2.326212304,
Washtenaw ,Michigan,Lake states,648.0632,3.45,22.3581804,48760,197324893.6,4411.825569,1871059968,2.35792847,
Ingham,Michigan,Lake states,659.799013,3.45,22.76306595,40472.7,163787350.7,3728.302266,1452179968,2.567383071,
Ottawa ,Michigan,Lake states,935.322812,3.45,32.26863701,23415.5,94759250.33,3057.751853,1494729984,2.045688442,
Kalamazoo,Michigan,Lake states,765.395623,3.45,26.40614899,26943.3,109035763,2879.214604,1502880000,1.915798071,
Saginaw,Michigan,Lake states,775.52273,3.45,26.75553419,21109.9,85428809.91,2285.693444,2113500032,1.081473106,
Livingston,Michigan,Lake states,624.66252,3.45,21.55085694,41413.2,167593422.6,3611.781874,1516390016,2.381829104,
Muskegon,Michigan,Lake states,794.50411,3.45,27.4103918,12447.9,50374908.59,1380.795981,1365939968,1.010876037,
Saint Clair,Michigan,Lake states,822.76133,3.45,28.38526589,39852,161275464.7,4577.846947,1934210048,2.366778599,
Jackson,Michigan,Lake states,647.286668,3.45,22.33139005,49595.3,200705235.8,4482.026904,1873789952,2.39195802,
Berrien,Michigan,Lake states,992.510884,3.45,34.2416255,8619.3,34881100.4,1194.385577,1503600000,0.79435061,
Monroe,Michigan,Lake states,816.555565,3.45,28.17116699,24077.8,97439485.71,2744.984024,1461830016,1.877772377,
Calhoun,Michigan,Lake states,775.613025,3.45,26.75864936,25631.4,103726687.4,2775.586058,1860640000,1.491737283,
Allegan,Michigan,Lake states,846.887249,3.45,29.21761009,41196.2,166715253.9,4871.021286,2182289920,2.232068819,
Eaton,Michigan,Lake states,729.221429,3.45,25.1581393,41166.6,166595466.9,4191.231962,1500710016,2.792832671,
Bay,Michigan,Lake states,816.161759,3.45,28.15758069,6800.2,27519457.37,774.8813414,1170150016,0.662206837,
Leelanau,Michigan,Lake states,605.354425,3.45,20.88472766,15679.5,63452741.37,1325.193223,974948992,1.359243646,
Mason,Michigan,Lake states,810.559053,3.45,27.96428733,11883.7,48091670.18,1344.849283,1321459968,1.017699602,
Isabella,Michigan,Lake states,714.217184,3.45,24.64049285,17282.3,69939048.58,1723.332626,1496210048,1.151798592,
Midland,Michigan,Lake states,639.241698,3.45,22.05383858,11204.9,45344661.61,1000.023848,1367570048,0.731241408,
Huron,Michigan,Lake states,901.700327,3.45,31.10866128,6355.8,25721032.79,800.1468968,2199640064,0.363762649,
Tuscola,Michigan,Lake states,690.156564,3.45,23.81040146,29315.8,118636938.4,2824.793131,2113609984,1.336477946,
Sanilac,Michigan,Lake states,894.235536,3.45,30.85112599,26291.7,106398829.1,3282.523681,2497179904,1.31449227,
Ionia,Michigan,Lake states,756.928829,3.45,26.1140446,27095.2,109650481.1,2863.417553,1502210048,1.9061366,
Clinton,Michigan,Lake states,719.583299,3.45,24.82562382,36488.7,147664660.5,3665.867312,1488150016,2.463372155,
Shiawassee,Michigan,Lake states,674.462549,3.45,23.26895794,34229.2,138520780.3,3223.234211,1401040000,2.300601133,
Lapeer,Michigan,Lake states,637.763557,3.45,22.00284272,61481.4,248806618.4,5474.452892,1716679936,3.188977035,
Barry,Michigan,Lake states,704.558394,3.45,24.30726459,40102.9,162290821.9,3944.845949,1494550016,2.639487409,
Oakland,Michigan,Lake states,599.909954,3.45,20.69689341,28233.2,114255807.8,2364.740275,2349639936,1.006426661,
Van Buren,Michigan,Lake states,935.455225,3.45,32.27320526,17502.7,70830976.52,2285.942644,1614040064,1.416286185,
Wayne,Michigan,Lake states,717.457985,3.45,24.75230048,6709.4,27152002.48,672.0745242,1643699968,0.408879076,
Berrien,Michigan,Lake states,992.510884,3.45,34.2416255,8619.3,34881100.4,1194.385577,1503600000,0.79435061,
Cass,Michigan,Lake states,843.062088,3.45,29.08564204,14623.3,59178447.84,1721.24315,1316930048,1.307011829,
Branch,Michigan,Lake states,813.62414,3.45,28.07003283,13934.4,56390565.98,1582.885038,1345849984,1.176122939,
Kane,Illinois,Lake states,711.624972,3.45,24.55106153,28463.4,115187394.9,2827.972821,1357910016,2.08259221,
McHenry,Illinois,Lake states,693.017074,3.45,23.90908905,47328.7,191532622.9,4579.370537,1582880000,2.893062353,
Winnebago,Illinois,Lake states,711.115942,3.45,24.5335,27899.9,112906989.3,2770.003622,1344780032,2.05981912,
Boone,Illinois,Lake states,814.860796,3.45,28.11269746,12227.3,49482171.28,1391.077311,730462016,1.904380078,
Elkhart,Indiana,Lake states,720.923688,3.45,24.87186724,29536.7,119530889.8,2972.956421,1211849984,2.453237992,
Saint Joseph,Indiana,Lake states,818.98064,3.45,28.25483208,14348,58064347.28,1640.598382,1194370048,1.373609783,
LaPorte,Indiana,Lake states,706.824704,3.45,24.38545229,22816.8,92336395.25,2251.664761,1564249984,1.439453274,
Jasper,Indiana,Lake states,807.32134,3.45,27.85258623,16777,67894170.22,1891.028231,1454189952,1.300399737,
Porter,Indiana,Lake states,640.254062,3.45,22.08876514,22261,90087150.46,1989.913909,1088920064,1.827419637,
Starke,Indiana,Lake states,818.583107,3.45,28.24111719,15902.3,64354381.78,1817.439638,808678976,2.247417939,
LaGrange,Indiana,Lake states,706.824704,3.45,24.38545229,31443.3,127246633,3102.966699,1001769984,3.097484201,
Monroe,New York,Lake states,688.25592,3.45,23.74482924,33329.2,134878606.3,3202.669475,1726649984,1.854845802,
Onandaga,New York,Lake states,608.936338,3.45,21.00830366,39383.4,159379106.1,3348.284659,2086579968,1.604675934,
Niagara,New York,Lake states,872.656498,3.45,30.10664918,23783.8,96249708.87,2897.756219,1378009984,2.10285575,
Oneida,New York,Lake states,560.532956,3.45,19.33838698,66609.4,269558916.5,5212.834641,3257329920,1.600339778,
Erie,New York,Lake states,729.658908,3.45,25.17323233,40782.3,165040258.6,4154.596772,2730299904,1.521663157,
Ontario,New York,Lake states,575.530673,3.45,19.85580822,42049.7,170169248.9,3378.847972,1715900032,1.96914034,
Oswego,New York,Lake states,568.625004,3.45,19.61756264,40004.8,161893824.9,3175.962251,2637690112,1.204069514,
Orleans,New York,Lake states,818.809084,3.45,28.2489134,12870.4,52084706.94,1471.336376,1017409984,1.446158775,
Genessee,New York,Lake states,690.870198,3.45,23.83502183,18050.2,73046632.37,1741.068077,1283000064,1.357028831,
Livingston,New York,Lake states,561.049332,3.45,19.35620195,26769.4,108332014.1,2096.896343,1658360064,1.264439725,
Wayne,New York,Lake states,643.277079,3.45,22.19305923,34295.9,138790705.9,3080.190355,1586130048,1.941953221,
Seneca,New York,Lake states,614.637929,3.45,21.20500855,18616.9,75339987.93,1597.585088,1011329984,1.579687257,
Cayuga,New York,Lake states,616.239659,3.45,21.26026824,31925,129196005.5,2746.741732,1904620032,1.442146825,
Lorain,Ohio,Lake states,863.945349,3.45,29.80611454,33960.6,137433793.7,4096.367397,1282189952,3.19482101,
Fulton,Ohio,Lake states,896.63805,3.45,30.93401273,10809,43742509.74,1353.131353,1055100032,1.28246736,
Lucas,Ohio,Lake states,798.392419,3.45,27.54453846,8045.2,32557798.07,896.789521,901569024,0.994698683,
Ottawa ,Ohio,Lake states,887.239064,3.45,30.60974771,2392.7,9682921.922,296.3917971,691544000,0.428594272,
Erie,Ohio,Lake states,1117.026007,3.45,38.53739724,8018.2,32448532.85,1250.482,659078016,1.89732015,
Defiance,Ohio,Lake states,850.848078,3.45,29.35425869,8018.2,32448532.85,952.5026275,1072609984,0.888023272,
Henry,Ohio,Lake states,905.11122,3.45,31.22633709,4509.3,18248505.8,569.8339934,1087030016,0.52421183,
Wood,Ohio,Lake states,894.445492,3.45,30.85836947,13725.1,55543558.19,1713.98364,1607160064,1.066467291,
Sandusky,Ohio,Lake states,939.28322,3.45,32.40527109,7191.8,29104207.75,943.1297419,1068040000,0.88304721,
Paulding,Ohio,Lake states,894.316658,3.45,30.8539247,7043.2,28502844.35,879.4246134,1084790016,0.810686493,
Putnam,Ohio,Lake states,876.339982,3.45,30.23372938,5778.3,23383971.14,706.9846552,1254060032,0.563756628,
Waukesha,Wisconsin,Lake states,761.750738,3.45,26.28040046,30399.3,123021711.2,3233.059836,1503660032,2.150126868,
Brown,Wisconsin,Lake states,720.132582,3.45,24.84457408,21897,88614093.42,2201.579408,1389730048,1.584177741,
Rock,Wisconsin,Lake states,692.656188,3.45,23.89663849,29619,119863946.3,2864.345393,1880620032,1.523085655,
Winnebago,Wisconsin,Lake states,803.725369,3.45,27.72852523,17365.5,70275747.33,1948.642833,1498279936,1.300586617,
Washington,Wisconsin,Lake states,738.881836,3.45,25.49142334,29928.3,121115640.1,3087.410056,1128220032,2.736531854,
Walworth,Wisconsin,Lake states,746.613383,3.45,25.75816171,22526.6,91161996.48,2348.165447,1493240064,1.572530435,
Fond du Lac,Wisconsin,Lake states,706.545542,3.45,24.3758212,29393.5,118951379.4,2899.537556,1983580032,1.461769885,
Outagamie,Wisconsin,Lake states,757.047427,3.45,26.11813623,22318.4,90319440.22,2358.975444,1669410048,1.41305933,
Door,Wisconsin,Lake states,663.235503,3.45,22.88162485,40208.3,162717360.9,3723.23761,1284899968,2.897686748,
Green,Wisconsin,Lake states,627.701961,3.45,21.65571765,68358.3,276636469.9,5990.761286,1514200064,3.956386893,
Dane,Wisconsin,Lake states,687.968528,3.45,23.73491422,83269.7,336980818.1,7998.210811,3205289984,2.495315822,
Jefferson,Wisconsin,Lake states,736.890856,3.45,25.42273453,27012.1,109314187,2779.065557,1509400064,1.84117228,
Milwaukee,Wisconsin,Lake states,717.301848,3.45,24.74691376,3459.3,13999302.8,346.439539,629889984,0.550000076,
Dodge,Wisconsin,Lake states,728.366472,3.45,25.12864328,38386.4,155344386.7,3903.59368,2349550080,1.661421782,
Ozaukee,Wisconsin,Lake states,918.937482,3.45,31.70334313,15170.7,61393699,1946.385505,608812032,3.197022074,
Green Lake,Wisconsin,Lake states,772.624,3.45,26.655528,9774.2,39554819.01,1054.354586,984665024,1.070774893,
Sheboygan,Wisconsin,Lake states,851.94008,3.45,29.39193276,28310.5,114568630,3367.39347,1340839936,2.511406007,
Calumet,Wisconsin,Lake states,684.406122,3.45,23.61201121,11885.2,48097740.47,1135.684387,1028430016,1.104289421,
Manitowac,Wisconsin,Lake states,704.763064,3.45,24.31432571,35803.5,144891752,3522.945251,1542460032,2.283978306,
Waupaca,Wisconsin,Lake states,783.96611,3.45,27.0468308,20825.9,84279501.67,2279.493421,1981699968,1.150271715,
Kewaunee,Wisconsin,Lake states,654.183504,3.45,22.56933089,18288.2,74009785.05,1670.351328,890971008,1.87475385,
,,,,,,,,,,#DIV/0!,
Greene,Arkansas,Miss. Delta,617.518041,7.18,44.33779534,25304.5,102403768.9,4540.357347,1500019968,3.026864604,
Prairie,Arkansas,Miss. Delta,710.163741,7.18,50.9897566,11401.1,46138655.55,2352.598816,1749709952,1.344565031,
Clay,Arkansas,Miss. Delta,602.785932,7.18,43.28002992,20990.3,84944805.46,3676.413722,1662249984,2.211709284,
Lawrence,Arkansas,Miss. Delta,509.863429,7.18,36.6081942,40517.4,163968245.4,6002.581369,1534109952,3.912745212,
Craighead ,Arkansas,Miss. Delta,613.828528,7.18,44.07288831,18796.8,76068018.05,3352.537263,1845779968,1.816325522,
Jackson,Arkansas,Miss. Delta,635.228797,7.18,45.60942762,8252.8,33397926.21,1523.260298,1660969984,0.917090804,
Poinsett,Arkansas,Miss. Delta,641.373675,7.18,46.05062987,3598.6,14563030.4,670.6367225,1977949952,0.339056467,
Mississippi,Arkansas,Miss. Delta,922.534149,7.18,66.2379519,348.3,1409521.338,93.36380659,2381659904,0.03920115,
Cross,Arkansas,Miss. Delta,713.156678,7.18,51.20464948,4099,16588079.14,849.3867779,1611600000,0.527045655,
Crittenden,Arkansas,Miss. Delta,917.768368,7.18,65.89576882,1287.7,5211141.622,343.3921836,1648169984,0.208347553,
Woodruff,Arkansas,Miss. Delta,1081.382504,7.18,77.64326379,161,651544.46,50.58803838,1538690048,0.032877342,
Saint Francis,Arkansas,Miss. Delta,799.295721,7.18,57.38943277,3751.8,15183009.35,871.3442942,1664150016,0.523597203,
White,Arkansas,Miss. Delta,514.591383,7.18,36.9476613,166787.8,674966876.3,24938.44753,2699200000,9.23919959,
Lonoke,Arkansas,Miss. Delta,588.097795,7.18,42.22542168,49434.1,200052881.9,8447.317298,2079320064,4.062538252,
Monroe,Arkansas,Miss. Delta,1010.955752,7.18,72.58662299,66.3,268306.818,19.47548584,1609330048,0.012101611,
Lee,Arkansas,Miss. Delta,751.50288,7.18,53.95790678,557.1,2254505.706,121.6484087,1604169984,0.075832617,
Philips,Arkansas,Miss. Delta,894.863607,7.18,64.25120698,305.8,1237529.788,79.51278256,1884089984,0.042202221,
Jefferson,Arkansas,Miss. Delta,775.966724,7.18,55.71441078,11797.1,47741212.11,2659.873503,2367020032,1.12372243,
Arkansas,Arkansas,Miss. Delta,1097.988109,7.18,78.83554623,142.1,575058.806,45.33507508,2677280000,0.016933259,
Lincoln,Arkansas,Miss. Delta,523.998888,7.18,37.62312016,12235,49513332.1,1862.846043,1481890048,1.2570744,
Desha,Arkansas,Miss. Delta,1179.849743,7.18,84.71321155,129.7,524877.742,44.46407919,2122019968,0.020953657,
Drew,Arkansas,Miss. Delta,460.15513,7.18,33.03913833,24741.8,100126600.7,3308.096613,2164499968,1.528342186,
Ashley,Arkansas,Miss. Delta,466.301455,7.18,33.48044447,12072.7,48856526.72,1635.73823,2436000000,0.671485316,
Chikot,Arkansas,Miss. Delta,1039.90777,7.18,74.66537789,96.5,390521.99,29.15847196,1789590016,0.016293381,
Evangeline,Louisiana,Miss. Delta,705.54183,7.18,50.65790339,47198.6,191006126.4,9675.969899,1760109952,5.497366734,
Avoyelles,Louisiana,Miss. Delta,921.650529,7.18,66.17450798,68819.8,278504095.8,18429.87151,2242220032,8.219475007,
St. Landry,Louisiana,Miss. Delta,874.761936,7.18,62.807907,107892.8,436627056.6,27423.63157,2431930112,11.27648835,
Ascension,Louisiana,Miss. Delta,806.899893,7.18,57.93541232,22824.4,92367151.38,5351.329,784092032,6.824873588,
Concordia,Louisiana,Miss. Delta,1161.192253,7.18,83.37360377,3635,14710336.1,1226.453733,1935260032,0.633741054,
Morehouse,Louisiana,Miss. Delta,576.627489,7.18,41.40185371,4279.5,17318537.37,717.0195507,2087680000,0.343452804,
West Carroll,Louisiana,Miss. Delta,1177.447449,7.18,84.54072684,1326.1,5366541.046,453.6912806,933449024,0.486037554,
East Carroll,Louisiana,Miss. Delta,983.433322,7.18,70.61051252,45.5,184132.13,13.00166407,1146080000,0.011344465,
Richland,Louisiana,Miss. Delta,1127.226891,7.18,80.93489077,288.9,1169137.854,94.62404451,1462109952,0.064717461,
Madison,Louisiana,Miss. Delta,854.60612,7.18,61.36071942,138.3,559680.738,34.34241273,1685600000,0.020373999,
Caldwell,Louisiana,Miss. Delta,399.32917,7.18,28.67183441,8916,36081803.76,1034.531502,1400199936,0.738845558,
Franklin,Louisiana,Miss. Delta,990.407407,7.18,71.11125182,158.8,642641.368,45.69903215,1645769984,0.027767569,
Tensas,Louisiana,Miss. Delta,1054.202468,7.18,75.6917372,128.3,519212.138,39.3000687,1660390016,0.023669179,
Catahoula,Louisiana,Miss. Delta,1117.569226,7.18,80.24147043,2045.4,8277447.444,664.1945543,1914700032,0.346892225,
Pointe Coupee,Louisiana,Miss. Delta,761.613952,7.18,54.68388175,39289.4,158998701.3,8694.66618,1530040064,5.682639549,
Saint Martin,Louisiana,Miss. Delta,857.393115,7.18,61.56082566,31544.2,127654961.2,7858.544811,2114599936,3.716326988,
Iberville,Louisiana,Miss. Delta,812.494953,7.18,58.33713763,15693.3,63508588.04,3704.909241,1690909952,2.191074242,
Saint James,Louisiana,Miss. Delta,1143.148894,7.18,82.07809059,5240.3,21206760.46,1740.610406,667617024,2.607198953,
Iberia,Louisiana,Miss. Delta,902.22442,7.18,64.77971336,16584.4,67114744.98,4347.673942,1605639936,2.707751498,
Saint Mary,Louisiana,Miss. Delta,1046.483307,7.18,75.13750144,4513.5,18265502.61,1372.424229,1907069952,0.719650701,
Assumption,Louisiana,Miss. Delta,1049.287136,7.18,75.33881636,3794.5,15355810.27,1156.88857,944091008,1.225399416,
Tallahatchie,Mississippi,Miss. Delta,1040.945344,7.18,74.7398757,22515.9,91118695.07,6810.199944,1688489984,4.033307872,
Tunica,Mississippi,Miss. Delta,855.258651,7.18,61.40757114,351.8,1423685.348,87.42505929,1245250048,0.070206831,
Coahoma,Mississippi,Miss. Delta,946.922513,7.18,67.98903643,85.8,347220.588,23.60719321,1510509952,0.015628625,
Quitman,Mississippi,Miss. Delta,1166.411138,7.18,83.74831971,149.9,606624.314,50.80376699,1052880000,0.048252191,
Bolivar,Mississippi,Miss. Delta,1102.159887,7.18,79.13507989,68.3,276400.538,21.87297866,2345750016,0.009324514,
Sunflower,Mississippi,Miss. Delta,1176.282011,7.18,84.45704839,32.2,130308.892,11.0055044,1831309952,0.006009635,
Leflore,Mississippi,Miss. Delta,1252.826474,7.18,89.95294083,460.4,1863174.344,167.5980115,1570589952,0.106710228,
Washington,Mississippi,Miss. Delta,1123.837094,7.18,80.69150335,49.4,199914.884,16.13143253,1971490048,0.008182356,
Sharkey,Mississippi,Miss. Delta,1175.625828,7.18,84.40993445,5.8,23471.788,1.981252087,1126470016,0.001758815,
Humphreys,Mississippi,Miss. Delta,1197.131123,7.18,85.95401463,58.5,236741.31,20.34886602,1116390016,0.018227381,
Issaquena,Mississippi,Miss. Delta,1044.982208,7.18,75.02972253,100.7,407518.802,30.57602264,1143869952,0.026730331,
Butler,Missouri,Miss. Delta,566.397932,7.18,40.66737152,25952.8,105027348.2,4271.186189,1810809984,2.358715838,
Stoddard,Missouri,Miss. Delta,551.521682,7.18,39.59925677,34357.9,139041611.2,5505.944463,2146969984,2.564518603,
Scott,Missouri,Miss. Delta,690.630773,7.18,49.5872895,10048.2,40663658.65,2016.400614,1103040000,1.828039431,
Mississippi,Missouri,Miss. Delta,1018.636383,7.18,73.1380923,657,2658787.02,194.4586105,1111000064,0.175030242,
New Madrid,Missouri,Miss. Delta,1002.803016,7.18,72.00125655,533.1,2157381.066,155.3341476,1805030016,0.086056268,
Dunklin,Missouri,Miss. Delta,784.059572,7.18,56.29547727,3173.8,12843924.27,723.0548467,1417379968,0.5101348,
Pemiscot,Missouri,Miss. Delta,1024.535411,7.18,73.56164251,156.8,634547.648,46.67836724,1330119936,0.035093352,
,,,,,,,,,,#DIV/0!,
Adams,North Dakota,N Great Plains,404.370475,4.07,16.45787833,240477.6,973179180.3,16016.46455,2560770048,6.254550094,
Barnes,North Dakota,N Great Plains,466.389605,4.07,18.98205692,116887.7,473028157.6,8979.047414,3919889920,2.290637645,
Benson,North Dakota,N Great Plains,447.593004,4.07,18.21703526,172338.7,697430591.5,12705.11768,3728260096,3.407787373,
Bottineau,North Dakota,N Great Plains,480.127067,4.07,19.54117163,132879.2,537743519.3,10508.1384,4396669952,2.390022111,
Bowman,North Dakota,N Great Plains,368.586007,4.07,15.00145048,173326.6,701428484.5,10522.44468,3022040064,3.481901118,
Burke,North Dakota,N Great Plains,450.017991,4.07,18.31573223,220092.6,890683939.2,16313.52854,2924160000,5.578876852,
Burleigh,North Dakota,N Great Plains,398.755634,4.07,16.2293543,501451,2029301994,32934.26105,4321019904,7.6218721,
Cass,North Dakota,N Great Plains,637.588269,4.07,25.94984255,24001.3,97129900.92,2520.505636,4578690048,0.550486189,
Cavalier,North Dakota,N Great Plains,488.511311,4.07,19.88241036,35700.1,144473306.7,2872.477569,3911500032,0.734367262,
Dickey,North Dakota,N Great Plains,408.744619,4.07,16.63590599,169536.1,686088861.6,11413.70981,2956979968,3.859921247,
Divide,North Dakota,N Great Plains,441.561522,4.07,17.97155395,199414.4,807002158.8,14503.08283,3352100096,4.326566157,
Dunn,North Dakota,N Great Plains,363.100927,4.07,14.77820773,83418.9,337584609.7,4988.895488,5393099776,0.925051583,
Eddy,North Dakota,N Great Plains,398.058789,4.07,16.20099271,122320.8,495015152.7,8019.736881,1668349952,4.80698721,
Emmons,North Dakota,N Great Plains,377.288768,4.07,15.35565286,430611.9,1742626074,26759.16105,4027249920,6.644524571,
Foster,North Dakota,N Great Plains,434.176262,4.07,17.67097386,47125.2,190709086.9,3370.01529,1675369984,2.011505113,
Golden Valley,North Dakota,N Great Plains,334.823885,4.07,13.62733212,234558.3,949224601.9,12935.39891,2596699904,4.981476252,
Grand Forks,North Dakota,N Great Plains,543.357382,4.07,22.11464545,118240.1,478501131.1,10581.88286,3728389888,2.838191063,
Grant,North Dakota,N Great Plains,383.158805,4.07,15.59456336,638661.6,2584574083,40305.3043,4315069952,9.340591172,
Griggs,North Dakota,N Great Plains,422.33173,4.07,17.18890141,98244.4,397581332.6,6833.986329,1855239936,3.683613206,
Hettinger,North Dakota,N Great Plains,424.484548,4.07,17.2765211,153028.4,619284510.8,10699.08192,2936240128,3.643803454,
Kidder,North Dakota,N Great Plains,402.06064,4.07,16.36386805,399439,1616473712,26451.76252,3711209984,7.127530545,
LaMoure,North Dakota,N Great Plains,445.62117,4.07,18.13678162,104024,420970564.6,7635.051199,2980699904,2.561496107,
Logan,North Dakota,N Great Plains,400.672021,4.07,16.30735125,266818.9,1079778734,17608.33109,2618850048,6.72368817,
McHenry,North Dakota,N Great Plains,405.851643,4.07,16.51816187,422055.4,1707999116,28213.00587,4950880256,5.69858377,
McIntosh,North Dakota,N Great Plains,406.230638,4.07,16.53358697,221892.7,897968691.9,14846.64346,2575689984,5.764142251,
McKenzie,North Dakota,N Great Plains,308.812228,4.07,12.56865768,555217.1,2246885873,28240.33939,7408480256,3.811893723,
McLean,North Dakota,N Great Plains,428.975579,4.07,17.45930607,358205.9,1449609128,25309.16945,6029280256,4.197709905,
Mercer,North Dakota,N Great Plains,394.622241,4.07,16.06112521,163190.3,660408297.5,10606.90035,2881210112,3.681404667,
Morton,North Dakota,N Great Plains,402.315504,4.07,16.37424101,661760.6,2678052502,43851.07711,5038329856,8.703494682,
Mountrail,North Dakota,N Great Plains,389.8156,4.07,15.86549492,455631.5,1843876892,29254.01946,5028689920,5.817423609,
Nelson,North Dakota,N Great Plains,409.42545,4.07,16.66361582,87975.3,356023722.6,5932.642534,2612849920,2.270563835,
Oliver,North Dakota,N Great Plains,420.278531,4.07,17.10533621,87975.3,356023722.6,6089.905474,1894130048,3.215146436,
Pembina,North Dakota,N Great Plains,516.51271,4.07,21.0220673,38411.6,155446367.6,3267.804,2904250112,1.125179952,
Pierce,North Dakota,N Great Plains,420.990867,4.07,17.13432829,148203.6,599759220.7,10276.47138,2803120128,3.666083119,
Ramsey,North Dakota,N Great Plains,464.618344,4.07,18.9099666,39642.1,160426028.8,3033.650847,3369430016,0.900345409,
Ransom,North Dakota,N Great Plains,426.276607,4.07,17.3494579,128013.7,518053522,8987.947772,2236979968,4.017893723,
