County,State,FIPS,ID,Mean NPP LS 12
OUACHITA,ARKANSAS,5103,ARKANSAS_OUACHITA,618.972693
PERRY,ARKANSAS,5105,ARKANSAS_PERRY,619.477199
PHILLIPS,ARKANSAS,5107,ARKANSAS_PHILLIPS,888.592825
PIKE,ARKANSAS,5109,ARKANSAS_PIKE,686.945372
POINSETT,ARKANSAS,5111,ARKANSAS_POINSETT,784.81198
POLK,ARKANSAS,5113,ARKANSAS_POLK,765.182076
POPE,ARKANSAS,5115,ARKANSAS_POPE,654.739377
PRAIRIE,ARKANSAS,5117,ARKANSAS_PRAIRIE,829.750743
PULASKI,ARKANSAS,5119,ARKANSAS_PULASKI,712.962157
RANDOLPH,ARKANSAS,5121,ARKANSAS_RANDOLPH,664.519639
SAINT FRANCIS,ARKANSAS,5123,ARKANSAS_SAINT FRANCIS,830.589234
SALINE,ARKANSAS,5125,ARKANSAS_SALINE,645.49035
SCOTT,ARKANSAS,5127,ARKANSAS_SCOTT,703.772512
SEARCY,ARKANSAS,5129,ARKANSAS_SEARCY,661.737458
SEBASTIAN,ARKANSAS,5131,ARKANSAS_SEBASTIAN,542.796739
SEVIER,ARKANSAS,5133,ARKANSAS_SEVIER,618.493352
SHARP,ARKANSAS,5135,ARKANSAS_SHARP,634.255362
STONE,ARKANSAS,5137,ARKANSAS_STONE,679.510594
UNION,ARKANSAS,5139,ARKANSAS_UNION,636.998089
VAN BUREN,ARKANSAS,5141,ARKANSAS_VAN BUREN,678.304034
WASHINGTON,ARKANSAS,5143,ARKANSAS_WASHINGTON,628.652464
WHITE,ARKANSAS,5145,ARKANSAS_WHITE,660.161493
WOODRUFF,ARKANSAS,5147,ARKANSAS_WOODRUFF,824.387268
YELL,ARKANSAS,5149,ARKANSAS_YELL,642.597476
ALAMEDA,CALIFORNIA,6001,CALIFORNIA_ALAMEDA,618.976224
ALPINE,CALIFORNIA,6003,CALIFORNIA_ALPINE,445.695429
AMADOR,CALIFORNIA,6005,CALIFORNIA_AMADOR,534.139084
BUTTE,CALIFORNIA,6007,CALIFORNIA_BUTTE,604.774892
CALAVERAS,CALIFORNIA,6009,CALIFORNIA_CALAVERAS,552.154002
COLUSA,CALIFORNIA,6011,CALIFORNIA_COLUSA,429.432213
CONTRA COSTA,CALIFORNIA,6013,CALIFORNIA_CONTRA COSTA,653.154357
DEL NORTE,CALIFORNIA,6015,CALIFORNIA_DEL NORTE,1065.25894
EL DORADO,CALIFORNIA,6017,CALIFORNIA_EL DORADO,656.00388
FRESNO,CALIFORNIA,6019,CALIFORNIA_FRESNO,435.347117
GLENN,CALIFORNIA,6021,CALIFORNIA_GLENN,458.706833
HUMBOLDT,CALIFORNIA,6023,CALIFORNIA_HUMBOLDT,1016.353299
IMPERIAL,CALIFORNIA,6025,CALIFORNIA_IMPERIAL,47.475963
INYO,CALIFORNIA,6027,CALIFORNIA_INYO,43.922842
KERN,CALIFORNIA,6029,CALIFORNIA_KERN,248.4925
KINGS,CALIFORNIA,6031,CALIFORNIA_KINGS,340.358335
LAKE,CALIFORNIA,6033,CALIFORNIA_LAKE,461.886741
LASSEN,CALIFORNIA,6035,CALIFORNIA_LASSEN,291.288083
LOS ANGELES,CALIFORNIA,6037,CALIFORNIA_LOS ANGELES,266.060706
MADERA,CALIFORNIA,6039,CALIFORNIA_MADERA,540.611685
MARIN,CALIFORNIA,6041,CALIFORNIA_MARIN,914.680839
MARIPOSA,CALIFORNIA,6043,CALIFORNIA_MARIPOSA,484.740334
MENDOCINO,CALIFORNIA,6045,CALIFORNIA_MENDOCINO,837.445903
MERCED,CALIFORNIA,6047,CALIFORNIA_MERCED,501.5273
MODOC,CALIFORNIA,6049,CALIFORNIA_MODOC,314.747839
MONO,CALIFORNIA,6051,CALIFORNIA_MONO,188.050732
MONTEREY,CALIFORNIA,6053,CALIFORNIA_MONTEREY,595.057944
NAPA,CALIFORNIA,6055,CALIFORNIA_NAPA,569.928417
NEVADA,CALIFORNIA,6057,CALIFORNIA_NEVADA,653.047173
ORANGE,CALIFORNIA,6059,CALIFORNIA_ORANGE,366.284134
PLACER,CALIFORNIA,6061,CALIFORNIA_PLACER,695.857614
PLUMAS,CALIFORNIA,6063,CALIFORNIA_PLUMAS,649.128501
RIVERSIDE,CALIFORNIA,6065,CALIFORNIA_RIVERSIDE,93.100059
SACRAMENTO,CALIFORNIA,6067,CALIFORNIA_SACRAMENTO,604.839164
SAN BENITO,CALIFORNIA,6069,CALIFORNIA_SAN BENITO,355.726545
SAN BERNARDINO,CALIFORNIA,6071,CALIFORNIA_SAN BERNARDINO,43.217895
SAN DIEGO,CALIFORNIA,6073,CALIFORNIA_SAN DIEGO,323.432155
SAN FRANCISCO,CALIFORNIA,6075,CALIFORNIA_SAN FRANCISCO,1234.878671
SAN JOAQUIN,CALIFORNIA,6077,CALIFORNIA_SAN JOAQUIN,720.692252
SAN LUIS OBISPO,CALIFORNIA,6079,CALIFORNIA_SAN LUIS OBISPO,419.122723
SAN MATEO,CALIFORNIA,6081,CALIFORNIA_SAN MATEO,1238.573874
SANTA BARBARA,CALIFORNIA,6083,CALIFORNIA_SANTA BARBARA,512.672441
SANTA CLARA,CALIFORNIA,6085,CALIFORNIA_SANTA CLARA,728.295237
SANTA CRUZ,CALIFORNIA,6087,CALIFORNIA_SANTA CRUZ,1087.625537
SHASTA,CALIFORNIA,6089,CALIFORNIA_SHASTA,469.363216
SIERRA,CALIFORNIA,6091,CALIFORNIA_SIERRA,650.556362
SISKIYOU,CALIFORNIA,6093,CALIFORNIA_SISKIYOU,612.909929
SOLANO,CALIFORNIA,6095,CALIFORNIA_SOLANO,631.910457
SONOMA,CALIFORNIA,6097,CALIFORNIA_SONOMA,876.505278
STANISLAUS,CALIFORNIA,6099,CALIFORNIA_STANISLAUS,538.839063
SUTTER,CALIFORNIA,6101,CALIFORNIA_SUTTER,618.415602
TEHAMA,CALIFORNIA,6103,CALIFORNIA_TEHAMA,413.870732
TRINITY,CALIFORNIA,6105,CALIFORNIA_TRINITY,647.751986
TULARE,CALIFORNIA,6107,CALIFORNIA_TULARE,468.958653
TUOLUMNE,CALIFORNIA,6109,CALIFORNIA_TUOLUMNE,532.659172
VENTURA,CALIFORNIA,6111,CALIFORNIA_VENTURA,406.742536
YOLO,CALIFORNIA,6113,CALIFORNIA_YOLO,535.729578
YUBA,CALIFORNIA,6115,CALIFORNIA_YUBA,587.553042
ADAMS,COLORADO,8001,COLORADO_ADAMS,387.113957
ALAMOSA,COLORADO,8003,COLORADO_ALAMOSA,158.064861
ARAPAHOE,COLORADO,8005,COLORADO_ARAPAHOE,353.447804
ARCHULETA,COLORADO,8007,COLORADO_ARCHULETA,444.889024
BACA,COLORADO,8009,COLORADO_BACA,222.110015
BENT,COLORADO,8011,COLORADO_BENT,147.033545
BOULDER,COLORADO,8013,COLORADO_BOULDER,497.653464
BROOMFIELD,COLORADO,8014,COLORADO_BROOMFIELD,416.721039
CHAFFEE,COLORADO,8015,COLORADO_CHAFFEE,348.825039
CHEYENNE,COLORADO,8017,COLORADO_CHEYENNE,227.126778
CLEAR CREEK,COLORADO,8019,COLORADO_CLEAR CREEK,439.782981
CONEJOS,COLORADO,8021,COLORADO_CONEJOS,288.052513
COSTILLA,COLORADO,8023,COLORADO_COSTILLA,252.783116
CROWLEY,COLORADO,8025,COLORADO_CROWLEY,123.471719
CUSTER,COLORADO,8027,COLORADO_CUSTER,366.379572
DELTA,COLORADO,8029,COLORADO_DELTA,346.199408
DENVER,COLORADO,8031,COLORADO_DENVER,359.19333
DOLORES,COLORADO,8033,COLORADO_DOLORES,440.460323
DOUGLAS,COLORADO,8035,COLORADO_DOUGLAS,348.541284
EAGLE,COLORADO,8037,COLORADO_EAGLE,399.724903
EL PASO,COLORADO,8041,COLORADO_EL PASO,260.785066
ELBERT,COLORADO,8039,COLORADO_ELBERT,266.618577
FREMONT,COLORADO,8043,COLORADO_FREMONT,347.974154
GARFIELD,COLORADO,8045,COLORADO_GARFIELD,429.304022
GILPIN,COLORADO,8047,COLORADO_GILPIN,535.53245
GRAND,COLORADO,8049,COLORADO_GRAND,333.962177
GUNNISON,COLORADO,8051,COLORADO_GUNNISON,400.151998
HINSDALE,COLORADO,8053,COLORADO_HINSDALE,347.448289
HUERFANO,COLORADO,8055,COLORADO_HUERFANO,290.992949
JACKSON,COLORADO,8057,COLORADO_JACKSON,300.389298
JEFFERSON,COLORADO,8059,COLORADO_JEFFERSON,406.411083
KIOWA,COLORADO,8061,COLORADO_KIOWA,183.595126
KIT CARSON,COLORADO,8063,COLORADO_KIT CARSON,367.689571
LA PLATA,COLORADO,8067,COLORADO_LA PLATA,418.286501
LAKE,COLORADO,8065,COLORADO_LAKE,311.613323
LARIMER,COLORADO,8069,COLORADO_LARIMER,382.834622
LAS ANIMAS,COLORADO,8071,COLORADO_LAS ANIMAS,212.808027
LINCOLN,COLORADO,8073,COLORADO_LINCOLN,229.44068
LOGAN,COLORADO,8075,COLORADO_LOGAN,376.28252
MESA,COLORADO,8077,COLORADO_MESA,339.527783
MINERAL,COLORADO,8079,COLORADO_MINERAL,347.830117
MOFFAT,COLORADO,8081,COLORADO_MOFFAT,185.54163
MONTEZUMA,COLORADO,8083,COLORADO_MONTEZUMA,299.591876
MONTROSE,COLORADO,8085,COLORADO_MONTROSE,316.573225
MORGAN,COLORADO,8087,COLORADO_MORGAN,371.780871
OTERO,COLORADO,8089,COLORADO_OTERO,163.192767
OURAY,COLORADO,8091,COLORADO_OURAY,421.548165
PARK,COLORADO,8093,COLORADO_PARK,287.346672
PHILLIPS,COLORADO,8095,COLORADO_PHILLIPS,520.842235
PITKIN,COLORADO,8097,COLORADO_PITKIN,453.43023
PROWERS,COLORADO,8099,COLORADO_PROWERS,221.719144
PUEBLO,COLORADO,8101,COLORADO_PUEBLO,169.811461
RIO BLANCO,COLORADO,8103,COLORADO_RIO BLANCO,340.662532
RIO GRANDE,COLORADO,8105,COLORADO_RIO GRANDE,316.441186
ROUTT,COLORADO,8107,COLORADO_ROUTT,436.576033
SAGUACHE,COLORADO,8109,COLORADO_SAGUACHE,279.063879
SAN JUAN,COLORADO,8111,COLORADO_SAN JUAN,341.11317
SAN MIGUEL,COLORADO,8113,COLORADO_SAN MIGUEL,326.939985
SEDGWICK,COLORADO,8115,COLORADO_SEDGWICK,438.113868
SUMMIT,COLORADO,8117,COLORADO_SUMMIT,350.227507
TELLER,COLORADO,8119,COLORADO_TELLER,395.170811
WASHINGTON,COLORADO,8121,COLORADO_WASHINGTON,377.366237
WELD,COLORADO,8123,COLORADO_WELD,361.298393
YUMA,COLORADO,8125,COLORADO_YUMA,396.670874
FAIRFIELD,CONNECTICUT,9001,CONNECTICUT_FAIRFIELD,882.400029
HARTFORD,CONNECTICUT,9003,CONNECTICUT_HARTFORD,765.541381
LITCHFIELD,CONNECTICUT,9005,CONNECTICUT_LITCHFIELD,831.167083
MIDDLESEX,CONNECTICUT,9007,CONNECTICUT_MIDDLESEX,922.005415
NEW HAVEN,CONNECTICUT,9009,CONNECTICUT_NEW HAVEN,872.807351
NEW LONDON,CONNECTICUT,9011,CONNECTICUT_NEW LONDON,907.499293
TOLLAND,CONNECTICUT,9013,CONNECTICUT_TOLLAND,861.086435
WINDHAM,CONNECTICUT,9015,CONNECTICUT_WINDHAM,829.490021
KENT,DELAWARE,10001,DELAWARE_KENT,886.97075
NEW CASTLE,DELAWARE,10003,DELAWARE_NEW CASTLE,830.389817
SUSSEX,DELAWARE,10005,DELAWARE_SUSSEX,887.191461
ALACHUA,FLORIDA,12001,FLORIDA_ALACHUA,570.21142
BAKER,FLORIDA,12003,FLORIDA_BAKER,580.566453
BAY,FLORIDA,12005,FLORIDA_BAY,572.154246
BRADFORD,FLORIDA,12007,FLORIDA_BRADFORD,557.428977
BREVARD,FLORIDA,12009,FLORIDA_BREVARD,947.487065
BROWARD,FLORIDA,12011,FLORIDA_BROWARD,573.147257
CALHOUN,FLORIDA,12013,FLORIDA_CALHOUN,521.515661
CHARLOTTE,FLORIDA,12015,FLORIDA_CHARLOTTE,669.855106
CITRUS,FLORIDA,12017,FLORIDA_CITRUS,666.673761
CLAY,FLORIDA,12019,FLORIDA_CLAY,558.398618
COLLIER,FLORIDA,12021,FLORIDA_COLLIER,904.764307
COLUMBIA,FLORIDA,12023,FLORIDA_COLUMBIA,559.279499
DESOTO,FLORIDA,12027,FLORIDA_DESOTO,783.486749
DIXIE,FLORIDA,12029,FLORIDA_DIXIE,749.996337
DUVAL,FLORIDA,12031,FLORIDA_DUVAL,671.798914
ESCAMBIA,FLORIDA,12033,FLORIDA_ESCAMBIA,661.928209
FLAGLER,FLORIDA,12035,FLORIDA_FLAGLER,721.860054
FRANKLIN,FLORIDA,12037,FLORIDA_FRANKLIN,903.991255
GADSDEN,FLORIDA,12039,FLORIDA_GADSDEN,549.693543
GILCHRIST,FLORIDA,12041,FLORIDA_GILCHRIST,558.473685
GLADES,FLORIDA,12043,FLORIDA_GLADES,593.481001
GULF,FLORIDA,12045,FLORIDA_GULF,732.97355
HAMILTON,FLORIDA,12047,FLORIDA_HAMILTON,533.828863
HARDEE,FLORIDA,12049,FLORIDA_HARDEE,703.998818
HENDRY,FLORIDA,12051,FLORIDA_HENDRY,988.450506
HERNANDO,FLORIDA,12053,FLORIDA_HERNANDO,676.87001
HIGHLANDS,FLORIDA,12055,FLORIDA_HIGHLANDS,670.196983
HILLSBOROUGH,FLORIDA,12057,FLORIDA_HILLSBOROUGH,674.427838
HOLMES,FLORIDA,12059,FLORIDA_HOLMES,662.502076
INDIAN RIVER,FLORIDA,12061,FLORIDA_INDIAN RIVER,1248.402091
JACKSON,FLORIDA,12063,FLORIDA_JACKSON,574.726324
JEFFERSON,FLORIDA,12065,FLORIDA_JEFFERSON,664.134362
LAFAYETTE,FLORIDA,12067,FLORIDA_LAFAYETTE,590.123809
LAKE,FLORIDA,12069,FLORIDA_LAKE,600.760877
LEE,FLORIDA,12071,FLORIDA_LEE,756.380252
LEON,FLORIDA,12073,FLORIDA_LEON,608.741225
LEVY,FLORIDA,12075,FLORIDA_LEVY,590.706041
LIBERTY,FLORIDA,12077,FLORIDA_LIBERTY,607.616216
MADISON,FLORIDA,12079,FLORIDA_MADISON,628.436915
MANATEE,FLORIDA,12081,FLORIDA_MANATEE,729.021149
MARION,FLORIDA,12083,FLORIDA_MARION,561.186229
MARTIN,FLORIDA,12085,FLORIDA_MARTIN,962.041646
MIAMI-DADE,FLORIDA,12086,FLORIDA_MIAMI-DADE,1246.5757
MONROE,FLORIDA,12087,FLORIDA_MONROE,745.722741
NASSAU,FLORIDA,12089,FLORIDA_NASSAU,587.752363
OKALOOSA,FLORIDA,12091,FLORIDA_OKALOOSA,680.720289
OKEECHOBEE,FLORIDA,12093,FLORIDA_OKEECHOBEE,567.063217
ORANGE,FLORIDA,12095,FLORIDA_ORANGE,609.828444
OSCEOLA,FLORIDA,12097,FLORIDA_OSCEOLA,501.832632
PALM BEACH,FLORIDA,12099,FLORIDA_PALM BEACH,1326.800536
PASCO,FLORIDA,12101,FLORIDA_PASCO,619.201637
PINELLAS,FLORIDA,12103,FLORIDA_PINELLAS,675.247767
POLK,FLORIDA,12105,FLORIDA_POLK,560.805664
PUTNAM,FLORIDA,12107,FLORIDA_PUTNAM,605.07015
SAINT JOHNS,FLORIDA,12109,FLORIDA_SAINT JOHNS,753.325438
SAINT LUCIE,FLORIDA,12111,FLORIDA_SAINT LUCIE,1199.604317
SANTA ROSA,FLORIDA,12113,FLORIDA_SANTA ROSA,665.719954
SARASOTA,FLORIDA,12115,FLORIDA_SARASOTA,562.752433
SEMINOLE,FLORIDA,12117,FLORIDA_SEMINOLE,608.135175
SUMTER,FLORIDA,12119,FLORIDA_SUMTER,547.218237
SUWANNEE,FLORIDA,12121,FLORIDA_SUWANNEE,515.973905
TAYLOR,FLORIDA,12123,FLORIDA_TAYLOR,622.489839
UNION,FLORIDA,12125,FLORIDA_UNION,545.413092
VOLUSIA,FLORIDA,12127,FLORIDA_VOLUSIA,718.340264
WAKULLA,FLORIDA,12129,FLORIDA_WAKULLA,777.279491
WALTON,FLORIDA,12131,FLORIDA_WALTON,654.54405
WASHINGTON,FLORIDA,12133,FLORIDA_WASHINGTON,505.133304
APPLING,GEORGIA,13001,GEORGIA_APPLING,605.012285
ATKINSON,GEORGIA,13003,GEORGIA_ATKINSON,565.622165
BACON,GEORGIA,13005,GEORGIA_BACON,632.510937
BAKER,GEORGIA,13007,GEORGIA_BAKER,743.318843
BALDWIN,GEORGIA,13009,GEORGIA_BALDWIN,596.798622
BANKS,GEORGIA,13011,GEORGIA_BANKS,743.686041
BARROW,GEORGIA,13013,GEORGIA_BARROW,646.964589
BARTOW,GEORGIA,13015,GEORGIA_BARTOW,705.28305
BEN HILL,GEORGIA,13017,GEORGIA_BEN HILL,673.318075
BERRIEN,GEORGIA,13019,GEORGIA_BERRIEN,690.925553
BIBB,GEORGIA,13021,GEORGIA_BIBB,618.368094
BLECKLEY,GEORGIA,13023,GEORGIA_BLECKLEY,668.229685
BRANTLEY,GEORGIA,13025,GEORGIA_BRANTLEY,521.925736
BROOKS,GEORGIA,13027,GEORGIA_BROOKS,770.265698
BRYAN,GEORGIA,13029,GEORGIA_BRYAN,662.776992
BULLOCH,GEORGIA,13031,GEORGIA_BULLOCH,729.227433
BURKE,GEORGIA,13033,GEORGIA_BURKE,593.346702
BUTTS,GEORGIA,13035,GEORGIA_BUTTS,595.899748
CALHOUN,GEORGIA,13037,GEORGIA_CALHOUN,792.220126
CAMDEN,GEORGIA,13039,GEORGIA_CAMDEN,716.228194
CANDLER,GEORGIA,13043,GEORGIA_CANDLER,609.117885
CARROLL,GEORGIA,13045,GEORGIA_CARROLL,684.966599
CATOOSA,GEORGIA,13047,GEORGIA_CATOOSA,764.42759
CHARLTON,GEORGIA,13049,GEORGIA_CHARLTON,497.845339
CHATHAM,GEORGIA,13051,GEORGIA_CHATHAM,739.36966
CHATTAHOOCHEE,GEORGIA,13053,GEORGIA_CHATTAHOOCHEE,672.245764
CHATTOOGA,GEORGIA,13055,GEORGIA_CHATTOOGA,807.310047
CHEROKEE,GEORGIA,13057,GEORGIA_CHEROKEE,765.138486
CLARKE,GEORGIA,13059,GEORGIA_CLARKE,671.784241
CLAY,GEORGIA,13061,GEORGIA_CLAY,742.624566
CLAYTON,GEORGIA,13063,GEORGIA_CLAYTON,681.45577
CLINCH,GEORGIA,13065,GEORGIA_CLINCH,514.926275
COBB,GEORGIA,13067,GEORGIA_COBB,740.952422
COFFEE,GEORGIA,13069,GEORGIA_COFFEE,638.780314
COLQUITT,GEORGIA,13071,GEORGIA_COLQUITT,784.405403
COLUMBIA,GEORGIA,13073,GEORGIA_COLUMBIA,606.518369
COOK,GEORGIA,13075,GEORGIA_COOK,738.582411
COWETA,GEORGIA,13077,GEORGIA_COWETA,646.764525
CRAWFORD,GEORGIA,13079,GEORGIA_CRAWFORD,595.618208
CRISP,GEORGIA,13081,GEORGIA_CRISP,748.517705
DADE,GEORGIA,13083,GEORGIA_DADE,998.333296
DAWSON,GEORGIA,13085,GEORGIA_DAWSON,904.753637
DE KALB,GEORGIA,13087,GEORGIA_DE KALB,728.918378
DECATUR,GEORGIA,13089,GEORGIA_DECATUR,644.814528
DODGE,GEORGIA,13091,GEORGIA_DODGE,576.342878
DOOLY,GEORGIA,13093,GEORGIA_DOOLY,754.765117
DOUGHERTY,GEORGIA,13095,GEORGIA_DOUGHERTY,705.312343
DOUGLAS,GEORGIA,13097,GEORGIA_DOUGLAS,734.902478
EARLY,GEORGIA,13099,GEORGIA_EARLY,727.3318
ECHOLS,GEORGIA,13101,GEORGIA_ECHOLS,551.511771
EFFINGHAM,GEORGIA,13103,GEORGIA_EFFINGHAM,593.666575
ELBERT,GEORGIA,13105,GEORGIA_ELBERT,661.432318
EMANUEL,GEORGIA,13107,GEORGIA_EMANUEL,502.290712
EVANS,GEORGIA,13109,GEORGIA_EVANS,648.276827
FANNIN,GEORGIA,13111,GEORGIA_FANNIN,962.595049
FAYETTE,GEORGIA,13113,GEORGIA_FAYETTE,688.418169
FLOYD,GEORGIA,13115,GEORGIA_FLOYD,713.402419
FORSYTH,GEORGIA,13117,GEORGIA_FORSYTH,765.086815
FRANKLIN,GEORGIA,13119,GEORGIA_FRANKLIN,662.529533
FULTON,GEORGIA,13121,GEORGIA_FULTON,726.243882
GILMER,GEORGIA,13123,GEORGIA_GILMER,969.445099
GLASCOCK,GEORGIA,13125,GEORGIA_GLASCOCK,641.794404
GLYNN,GEORGIA,13127,GEORGIA_GLYNN,701.972945
GORDON,GEORGIA,13129,GEORGIA_GORDON,747.264602
GRADY,GEORGIA,13131,GEORGIA_GRADY,783.08605
GREENE,GEORGIA,13133,GEORGIA_GREENE,662.709569
GWINNETT,GEORGIA,13135,GEORGIA_GWINNETT,717.02488
HABERSHAM,GEORGIA,13137,GEORGIA_HABERSHAM,869.755816
HALL,GEORGIA,13139,GEORGIA_HALL,785.832259
HANCOCK,GEORGIA,13141,GEORGIA_HANCOCK,610.962593
HARALSON,GEORGIA,13143,GEORGIA_HARALSON,717.641425
HARRIS,GEORGIA,13145,GEORGIA_HARRIS,609.577037
HART,GEORGIA,13147,GEORGIA_HART,656.194319
HEARD,GEORGIA,13149,GEORGIA_HEARD,604.547384
HENRY,GEORGIA,13151,GEORGIA_HENRY,620.803778
HOUSTON,GEORGIA,13153,GEORGIA_HOUSTON,677.591619
IRWIN,GEORGIA,13155,GEORGIA_IRWIN,726.615762
JACKSON,GEORGIA,13157,GEORGIA_JACKSON,666.668162
JASPER,GEORGIA,13159,GEORGIA_JASPER,621.558384
JEFF DAVIS,GEORGIA,13161,GEORGIA_JEFF DAVIS,602.235609
JEFFERSON,GEORGIA,13163,GEORGIA_JEFFERSON,618.11858
JENKINS,GEORGIA,13165,GEORGIA_JENKINS,582.729402
JOHNSON,GEORGIA,13167,GEORGIA_JOHNSON,587.14937
JONES,GEORGIA,13169,GEORGIA_JONES,608.882306
LAMAR,GEORGIA,13171,GEORGIA_LAMAR,624.646709
LANIER,GEORGIA,13173,GEORGIA_LANIER,633.45832
LAURENS,GEORGIA,13175,GEORGIA_LAURENS,601.0524
LEE,GEORGIA,13177,GEORGIA_LEE,773.071746
LIBERTY,GEORGIA,13179,GEORGIA_LIBERTY,646.012393
LINCOLN,GEORGIA,13181,GEORGIA_LINCOLN,583.838331
LONG,GEORGIA,13183,GEORGIA_LONG,526.749214
LOWNDES,GEORGIA,13185,GEORGIA_LOWNDES,648.561892
LUMPKIN,GEORGIA,13187,GEORGIA_LUMPKIN,957.591808
MACON,GEORGIA,13193,GEORGIA_MACON,712.858815
MADISON,GEORGIA,13195,GEORGIA_MADISON,668.628229
MARION,GEORGIA,13197,GEORGIA_MARION,669.29694
MCDUFFIE,GEORGIA,13189,GEORGIA_MCDUFFIE,593.339437
MCINTOSH,GEORGIA,13191,GEORGIA_MCINTOSH,733.736389
MERIWETHER,GEORGIA,13199,GEORGIA_MERIWETHER,600.355649
MILLER,GEORGIA,13201,GEORGIA_MILLER,738.179006
MITCHELL,GEORGIA,13205,GEORGIA_MITCHELL,794.93229
MONROE,GEORGIA,13207,GEORGIA_MONROE,594.703484
MONTGOMERY,GEORGIA,13209,GEORGIA_MONTGOMERY,553.092244
MORGAN,GEORGIA,13211,GEORGIA_MORGAN,612.945097
MURRAY,GEORGIA,13213,GEORGIA_MURRAY,871.232883
MUSCOGEE,GEORGIA,13215,GEORGIA_MUSCOGEE,640.518205
NEWTON,GEORGIA,13217,GEORGIA_NEWTON,590.472076
OCONEE,GEORGIA,13219,GEORGIA_OCONEE,612.710407
OGLETHORPE,GEORGIA,13221,GEORGIA_OGLETHORPE,627.838421
PAULDING,GEORGIA,13223,GEORGIA_PAULDING,710.993552
PEACH,GEORGIA,13225,GEORGIA_PEACH,668.201148
PICKENS,GEORGIA,13227,GEORGIA_PICKENS,889.682282
PIERCE,GEORGIA,13229,GEORGIA_PIERCE,567.380208
PIKE,GEORGIA,13231,GEORGIA_PIKE,632.378939
POLK,GEORGIA,13233,GEORGIA_POLK,680.427841
PULASKI,GEORGIA,13235,GEORGIA_PULASKI,718.492234
PUTNAM,GEORGIA,13237,GEORGIA_PUTNAM,608.139717
QUITMAN,GEORGIA,13239,GEORGIA_QUITMAN,693.201642
RABUN,GEORGIA,13241,GEORGIA_RABUN,1038.493515
RANDOLPH,GEORGIA,13243,GEORGIA_RANDOLPH,709.073298
RICHMOND,GEORGIA,13245,GEORGIA_RICHMOND,597.068709
ROCKDALE,GEORGIA,13247,GEORGIA_ROCKDALE,640.158319
SCHLEY,GEORGIA,13249,GEORGIA_SCHLEY,727.228156
SCREVEN,GEORGIA,13251,GEORGIA_SCREVEN,592.707718
SEMINOLE,GEORGIA,13253,GEORGIA_SEMINOLE,714.414226
SPALDING,GEORGIA,13255,GEORGIA_SPALDING,676.646823
STEPHENS,GEORGIA,13257,GEORGIA_STEPHENS,732.553396
STEWART,GEORGIA,13259,GEORGIA_STEWART,689.508753
SUMTER,GEORGIA,13261,GEORGIA_SUMTER,734.667818
TALBOT,GEORGIA,13263,GEORGIA_TALBOT,612.234964
TALIAFERRO,GEORGIA,13265,GEORGIA_TALIAFERRO,624.841315
TATTNALL,GEORGIA,13267,GEORGIA_TATTNALL,604.416875
TAYLOR,GEORGIA,13269,GEORGIA_TAYLOR,644.324675
TELFAIR,GEORGIA,13271,GEORGIA_TELFAIR,533.308676
TERRELL,GEORGIA,13273,GEORGIA_TERRELL,762.51629
THOMAS,GEORGIA,13275,GEORGIA_THOMAS,760.058981
TIFT,GEORGIA,13277,GEORGIA_TIFT,797.997811
TOOMBS,GEORGIA,13279,GEORGIA_TOOMBS,549.237707
TOWNS,GEORGIA,13281,GEORGIA_TOWNS,991.032702
TREUTLEN,GEORGIA,13283,GEORGIA_TREUTLEN,521.954543
TROUP,GEORGIA,13285,GEORGIA_TROUP,563.681614
TURNER,GEORGIA,13287,GEORGIA_TURNER,789.646799
TWIGGS,GEORGIA,13289,GEORGIA_TWIGGS,595.848181
UNION,GEORGIA,13291,GEORGIA_UNION,964.773634
UPSON,GEORGIA,13293,GEORGIA_UPSON,596.78906
WALKER,GEORGIA,13295,GEORGIA_WALKER,878.205555
WALTON,GEORGIA,13297,GEORGIA_WALTON,602.727822
WARE,GEORGIA,13299,GEORGIA_WARE,479.9505
WARREN,GEORGIA,13301,GEORGIA_WARREN,619.187106
WASHINGTON,GEORGIA,13303,GEORGIA_WASHINGTON,637.663093
WAYNE,GEORGIA,13305,GEORGIA_WAYNE,516.642056
WEBSTER,GEORGIA,13307,GEORGIA_WEBSTER,699.374084
WHEELER,GEORGIA,13309,GEORGIA_WHEELER,528.514736
WHITE,GEORGIA,13311,GEORGIA_WHITE,929.908103
WHITFIELD,GEORGIA,13313,GEORGIA_WHITFIELD,795.935225
WILCOX,GEORGIA,13315,GEORGIA_WILCOX,693.038621
WILKES,GEORGIA,13317,GEORGIA_WILKES,598.075986
WILKINSON,GEORGIA,13319,GEORGIA_WILKINSON,581.169499
WORTH,GEORGIA,13321,GEORGIA_WORTH,809.346248
ADA,IDAHO,16001,IDAHO_ADA,255.120243
ADAMS,IDAHO,16003,IDAHO_ADAMS,435.921379
BANNOCK,IDAHO,16005,IDAHO_BANNOCK,390.282934
BEAR LAKE,IDAHO,16007,IDAHO_BEAR LAKE,345.244878
BENEWAH,IDAHO,16009,IDAHO_BENEWAH,507.153745
BINGHAM,IDAHO,16011,IDAHO_BINGHAM,354.434462
BLAINE,IDAHO,16013,IDAHO_BLAINE,233.08734
BOISE,IDAHO,16015,IDAHO_BOISE,431.224218
BONNER,IDAHO,16017,IDAHO_BONNER,623.889186
