,,,,,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,Tonnes C,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,,gC/m2/yr County Density,gC/m2/yr ,
County,State,ID,Year,Area m2,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring Durum,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,BLM Grazing,USFS Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,Alfalfa,Corn Grain,Corn Silage,Cotton Pima,Cotton Upland,Haylage,Sorghum,Soybeans,Wheat Winter,Wheat Spring,Wheat Excl Duram,Crops Other,Total crops,Hardwood,Softwood,Total Timber,USFS Grazing,BLM Grazing,Grazing Private Land,Total Grazing,Total HANPP Harvest,NPP 2012,NPP Percent
MARSHALL,ILLINOIS,ILLINOIS_MARSHALL,2012,1032190016,5823.783,297715.7,,0,,,0,78533.65,1495.679,,,,383568.812,205.385544,,205.385544,,,,0,383774.1975,5.642161724,288.4310983,0,0,0,0,0,76.08448908,1.449034555,0,0,0,371.6067837,0.198980363,,0.198980363,,0,,0,371.8057641,393.966283,94.38
MARSHALL,IOWA,IOWA_MARSHALL,2012,1484530048,8546.084,513939.7,,0,,,0,175345.7,,,,,697831.484,1788.565779,,1788.565779,,,,0,699620.0498,5.756760539,346.1968996,0,0,0,0,0,118.1152919,0,0,0,0,470.0689521,1.204802679,,1.204802679,,0,,0,471.2737548,580.550438,81.18
MARSHALL,INDIANA,INDIANA_MARSHALL,2012,1164739968,21311.03,195764,,0,,,0,79508.83,2867.145,,,,299451.005,15806.12916,,15806.12916,,,,0,315257.1342,18.29681353,168.0752832,0,0,0,0,0,68.26315932,2.461618111,0,0,0,257.0968742,13.57052183,,13.57052183,,0,,0,270.667396,548.53539,49.34
MARSHALL,SOUTH DAKOTA,SOUTH DAKOTA_MARSHALL,2012,2293649920,35664.65,336187.4,,0,,,0,99414.15,,,8533.666,,479799.866,,,0,,,,0,479799.866,15.54929969,146.5731091,0,0,0,0,0,43.34320994,0,0,3.72056168,0,209.1861804,,,0,,0,,0,209.1861804,520.774426,40.17
MARSHALL,KANSAS,KANSAS_MARSHALL,2012,2343559936,11630.67,174073.2,,0,,,8604.69,107189.4,65175.97,,,,366673.93,1377.794691,432.5276962,1810.322387,,,,0,368484.2524,4.962821655,74.27725544,0,0,0,0,3.671632147,45.73785306,27.81066914,0,0,0,156.4602314,0.587906744,1.8456E-07,0.587906929,,0,,0,157.2326983,686.409387,22.91
MARSHALL,MINNESOTA,MINNESOTA_MARSHALL,2012,4695699968,44464.5,88082.16,,0,,,0,224250.6,,,352922,,709719.26,3346.072821,48.05863291,3394.131454,,,,0,713113.3915,9.469195286,18.75804685,0,0,0,0,0,47.75658614,0,0,75.15854982,0,151.1423781,0.712582329,1.02346E-08,0.712582339,,0,,0,151.865195,689.60978,22.02
MARSHALL,KENTUCKY,KENTUCKY_MARSHALL,2012,881006976,,10180.02,,0,,,0,12235,10858.97,,,,33273.99,20093.55239,606.7402405,20700.29263,,,,0,53974.28263,0,11.55498228,0,0,0,0,0,13.88751773,12.32563452,0,0,0,37.76813454,22.80748386,6.88689E-07,22.80748455,,0,,0,61.26430789,663.81984,9.23
MARSHALL,MISSISSIPPI,MISSISSIPPI_MARSHALL,2012,1838450048,,12656.26,,0,620.681,,2348.686,23339.22,9529.05,,,,48493.897,31073.12126,12411.14195,43484.26321,,,,0,91978.16021,0,6.884201186,0,0,0.337611022,0,1.277535934,12.69505257,5.183197667,0,0,0,26.37759838,16.90180339,6.75087E-06,16.90181014,,0,,0,50.03027431,716.521773,6.98
MARSHALL,TENNESSEE,TENNESSEE_MARSHALL,2012,974278976,,1396.669,,0,,,0,4686.974,2401.893,,,,8485.536,3910.883067,1303.590418,5214.473485,,,,0,13700.00949,0,1.433541146,0,0,0,0,0,4.810710398,2.465303121,0,0,0,8.709554665,4.014130617,1.33801E-06,4.014131955,,0,,0,14.06169057,413.063962,3.40
MARSHALL,ALABAMA,ALABAMA_MARSHALL,2012,1614029952,,7812.333,,0,280.0736,,0,5196.677,,,,,13289.0836,19853.93592,10062.27627,29916.21219,,,,0,43205.29579,0,4.840265195,0,0,0.173524413,0,0,3.21969056,0,0,0,0,8.233480168,12.30084726,6.23426E-06,12.30085349,,0,,0,26.76858365,910.687962,2.94
MARSHALL,WEST VIRGINIA,WEST VIRGINIA_MARSHALL,2012,808329024,,309.6231,,0,,,0,0,,,,,309.6231,6178.681782,6.007329114,6184.689111,,,,0,6494.312211,0,0.383040929,0,0,0,0,0,0,0,0,0,0,0.383040929,7.64377079,7.43179E-09,7.643770797,,0,,0,8.034243505,431.369087,1.86
MARSHALL,OKLAHOMA,OKLAHOMA_MARSHALL,2012,1105560064,120.8492,,,0,,,0,0,809.3625,,,,930.2117,,,0,,,,0,930.2117,0.109310388,0,0,0,0,0,0,0,0.732083698,0,0,0,0.841394086,,,0,,0,,0,0.841394086,654.314797,0.13
MARTIN,MINNESOTA,MINNESOTA_MARTIN,2012,1890060032,2274.564,824002.3,,0,,,0,194790.1,,,159.6918,,1021226.656,5100.407676,,5100.407676,,,,0,1026327.063,1.203434791,435.9662053,0,0,0,0,0,103.0602715,0,0,0.084490332,0,540.3144019,2.698542686,,2.698542686,,0,,0,543.0129446,682.979697,79.51
MARTIN,INDIANA,INDIANA_MARTIN,2012,881468992,,20392.01,,0,,,0,10396.17,1027.203,,,,31815.383,38766.52143,30.03664557,38796.55808,,,,0,70611.94108,0,23.13412064,0,0,0,0,0,11.79414148,1.165330839,0,0,0,36.09359296,43.97944997,3.40757E-08,43.97945,,0,,0,80.10711859,140.413674,57.05
MARTIN,NORTH CAROLINA,NORTH CAROLINA_MARTIN,2012,1182899968,,5944.96,,0,20174.4,,0,15788.07,6298.864,,,,48206.294,73502.35156,135657.5061,209159.8577,,,,0,257366.1517,0,5.025750411,0,0,17.0550347,0,0,13.34691895,5.324933782,0,0,0,40.75263784,62.13741952,0.000114682,62.1375342,,0,,0,217.5722027,661.563615,32.89
MARTIN,KENTUCKY,KENTUCKY_MARTIN,2012,597737984,,,,0,,,0,0,,,,,0,26768.58257,,26768.58257,,,,0,26768.58257,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7831379,,44.7831379,,0,,0,44.78313791,850.167594,5.27
MARTIN,TEXAS,TEXAS_MARTIN,2012,2371620096,,,,0,8925.606,,2753.094,0,1168.163,,,,12846.863,,,0,,,,0,12846.863,0,0,0,0,3.763505806,0,1.160849499,0,0.492559075,0,0,0,5.416914379,,,0,,0,,0,5.416914379,570.05941,0.95
MARTIN,FLORIDA,FLORIDA_MARTIN,2012,1756729984,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,573.468478,0.00
MARTINSVILLE,VIRGINIA,VIRGINIA_MARTINSVILLE,2012,28525900,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,551.363478,0.00
MASON,ILLINOIS,ILLINOIS_MASON,2012,1459340032,4252.631,333359.7,,0,,,0,72263.22,5625.463,,,,415501.014,5425.601454,,5425.601454,,,,0,420926.6155,2.914078218,228.4318203,0,0,0,0,0,49.51773981,3.854799345,0,0,0,284.7184377,3.717845968,,3.717845968,,0,,0,288.4362837,810.559053,35.58
MASON,WASHINGTON,WASHINGTON_MASON,2012,2592839936,210.5198,,,0,,,0,0,164.1775,,,,374.6973,12160.53575,209031.0238,221191.5596,,,,0,221566.2569,0.081192748,0,0,0,0,0,0,0,0.063319566,0,0,0,0.144512314,4.690044913,8.06186E-05,4.690125532,,0,,0,85.45311794,526.608793,16.23
MASON,KENTUCKY,KENTUCKY_MASON,2012,638712000,21546.39,13482.36,,0,,,0,11594.87,,,,,46623.62,24535.01478,192.2345316,24727.24931,,,,0,71350.86931,33.7341243,21.1086687,0,0,0,0,0,18.15351833,0,0,0,0,72.99631133,38.41326729,3.00972E-07,38.41326759,,0,,0,111.7105508,786.923245,14.20
MASON,WEST VIRGINIA,WEST VIRGINIA_MASON,2012,1151840000,,9205.655,,0,,,0,8958.832,,,,,18164.487,19143.64425,660.8062025,19804.45045,,,,0,37968.93745,0,7.992129983,0,0,0,0,0,7.777844145,0,0,0,0,15.76997413,16.62005508,5.73696E-07,16.62005565,,0,,0,32.96372539,241.030088,13.68
MASON,MICHIGAN,MICHIGAN_MASON,2012,1321459968,,44088.39,,0,,,0,6154.8,7041.239,,,,57284.429,26819.92895,10530.84794,37350.77689,,,,0,94635.20589,0,33.36339433,0,0,0,0,0,4.657575824,5.328378589,0,0,0,43.34934874,20.29568024,7.9691E-06,20.29568821,,0,,0,71.61412996,532.454667,13.45
MASON,TEXAS,TEXAS_MASON,2012,2413519872,,,,0,,,0,0,,,,,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,599.748853,0.00
MASSAC,ILLINOIS,ILLINOIS_MASSAC,2012,626905984,1230.764,17185.01,,0,,,1279.938,25352.45,4941.328,,,,49989.49,1412.025615,,1412.025615,,,,0,51401.51562,1.963235368,27.41241979,0,0,0,0,2.041674562,40.4405934,7.882087787,0,0,0,79.7400109,2.252372207,,2.252372207,,0,,0,81.99238311,599.662514,13.67
MATAGORDA,TEXAS,TEXAS_MATAGORDA,2012,3581009920,,39271.92,,0,9741.506,,63292.21,5866.511,,,,,118172.147,,,0,,,,0,118172.147,0,10.96671634,0,0,2.720323657,0,17.67440231,1.638228078,0,0,0,0,32.99967038,,,0,,0,,0,32.99967038,671.017289,4.92
MATHEWS,VIRGINIA,VIRGINIA_MATHEWS,2012,254282000,,2166.445,,0,,,0,1865.624,1013.044,,,,5045.113,3465.881055,5142.273722,8608.154777,,,,0,13653.26778,0,8.519851975,0,0,0,0,0,7.336830763,3.983939091,0,0,0,19.84062183,13.63006841,2.02227E-05,13.63008863,,0,,0,53.69341038,1224.625687,4.38
MAURY,TENNESSEE,TENNESSEE_MAURY,2012,1594550016,,5947.105,,0,,,0,14400.1,3293.343,,,,23640.548,21651.05943,156.190557,21807.24999,,,,0,45447.79799,0,3.72964469,0,0,0,0,0,9.030823653,2.065374536,0,0,0,14.82584288,13.57816262,9.79527E-08,13.57816272,,0,,0,28.50195825,529.959579,5.38
MAVERICK,TEXAS,TEXAS_MAVERICK,2012,3344389888,,,,0,,,76.00075,0,289.3862,,,,365.38695,,,0,,,,0,365.38695,0,0,0,0,0,0,0.022724847,0,0.086528847,0,0,0,0.109253694,,,0,,0,,0,0.109253694,183.527255,0.06
MAYES,OKLAHOMA,OKLAHOMA_MAYES,2012,1770259968,253.4575,1211.412,,0,,,381.7762,1356.388,5817.742,,,,9020.7757,1934.047206,,1934.047206,,,,0,10954.82291,0.143175299,0.684313051,0,0,0,0,0.215661093,0.766208367,3.286377202,0,0,0,5.095735012,1.092521574,,1.092521574,,0,,0,6.188256586,422.907887,1.46
MCCLAIN,OKLAHOMA,OKLAHOMA_MCCLAIN,2012,1502899968,12273.26,,,0,,,406.8134,509.1699,11914.51,,,,25103.7533,,,0,,,,0,25103.7533,8.166385163,0,0,0,0,0,0.270685614,0.33879161,7.927679988,0,0,0,16.70354237,,,0,,0,,0,16.70354237,388.534612,4.30
MCCONE,MONTANA,MONTANA_MCCONE,2012,6946509824,14439.13,2510.142,,0,,,0,0,82953.77,9350.997,150504,,259758.039,,,0,4091.001,,,4091.001,263849.04,2.078616509,0.361352976,0,0,0,0,0,0,11.94179122,1.346143205,21.66613217,0,37.39403608,,,0,,0.588928988,,0.588928988,37.98296507,242.362703,15.67
MCCOOK,SOUTH DAKOTA,SOUTH DAKOTA_MCCOOK,2012,1493939968,13139.61,167960.7,,0,,,0,69856.45,,,281.0207,,251237.7807,410.771088,,410.771088,,,,0,251648.5518,8.795273091,112.4280116,0,0,0,0,0,46.75987757,0,0,0.18810709,0,168.1712693,0.274958229,,0.274958229,,0,,0,168.4462275,474.370415,35.51
MCCORMICK,SOUTH CAROLINA,SOUTH CAROLINA_MCCORMICK,2012,1020080000,,418.357,,0,,,0,20.6738,21.82828,,,,460.85908,25091.26729,71469.19447,96560.46176,,,,0,97021.32084,0,0.410121755,0,0,0,0,0,0.020266842,0.021398596,0,0,0,0.451787193,24.59735245,7.00623E-05,24.59742251,,0,,0,95.11148228,473.034734,20.11
MCCRACKEN,KENTUCKY,KENTUCKY_MCCRACKEN,2012,694080000,,13593.38,,0,,,0,14119.27,8718.879,,,,36431.529,4501.366506,,4501.366506,,,,0,40932.89551,0,19.58474527,0,0,0,0,0,20.3424245,12.56177818,0,0,0,52.48894796,6.485371291,,6.485371291,,0,,0,58.97431925,866.358483,6.81
MCCREARY,KENTUCKY,KENTUCKY_MCCREARY,2012,1116569984,,,,0,,,0,0,,,,,0,28360.32053,1363.663709,29723.98424,,,,0,29723.98424,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3995011,1.2213E-06,25.39950232,,0,,0,26.62079822,563.69373,4.72
MCCULLOCH,TEXAS,TEXAS_MCCULLOCH,2012,2780780032,,,,0,,,0,0,26125.34,,,,26125.34,,,0,,,,0,26125.34,0,0,0,0,0,0,0,0,9.39496821,0,0,0,9.39496821,,,0,,0,,0,9.39496821,203.73631,4.61
MCCURTAIN,OKLAHOMA,OKLAHOMA_MCCURTAIN,2012,4925689856,1691.25,29465.2,,0,,,0,4183.133,,,,,35339.583,70763.87764,202657.2477,273421.1253,,,,0,308760.7083,0.343352921,5.981943821,0,0,0,0,0,0.84924815,0,0,0,0,7.174544893,14.36628771,4.11429E-05,14.36632885,,0,,0,62.68374936,466.480423,13.44
MCDONALD,MISSOURI,MISSOURI_MCDONALD,2012,1397549952,,893.1385,,0,,,0,285.0925,1554.453,,,,2732.684,23388.27882,336.4104304,23724.68925,,,,0,26457.37325,0,0.639074474,0,0,0,0,0,0.203994497,1.112270082,0,0,0,1.955339053,16.73520062,2.40714E-07,16.73520086,,0,,0,18.93125409,463.609866,4.08
MCDONOUGH,ILLINOIS,ILLINOIS_MCDONOUGH,2012,1528509952,8555.245,465212.9,,0,,,0,135219.1,2588.038,,,,611575.283,3234.822318,,3234.822318,,,,0,614810.1053,5.597114359,304.3571286,0,0,0,0,0,88.46465136,1.693177069,0,0,0,400.1120714,2.116324015,,2.116324015,,0,,0,402.2283954,667.082563,60.30
MCDOWELL,NORTH CAROLINA,NORTH CAROLINA_MCDOWELL,2012,1153529984,,1231.643,,0,,,0,52.03543,408.7406,,,,1692.41903,54889.28663,22425.35958,77314.64621,,,,0,79007.06524,0,1.067716502,0,0,0,0,0,0.045109733,0.354338947,0,0,0,1.467165183,47.58375369,1.94406E-05,47.58377313,,0,,0,68.49155751,602.114368,11.38
MCDOWELL,WEST VIRGINIA,WEST VIRGINIA_MCDOWELL,2012,1385840000,,,,0,,,0,0,,,,,0,43601.63945,6.007329114,43607.64678,,,,0,43607.64678,0,0,0,0,0,0,0,0,0,0,0,0,0,31.46224632,4.33479E-09,31.46224632,,0,,0,31.46658112,565.054808,5.57
MCDUFFIE,GEORGIA,GEORGIA_MCDUFFIE,2012,690009984,,395.2589,,0,352.7119,,0,89.97567,116.4883,,,,954.43477,12708.23054,39275.91775,51984.14829,,,,0,52938.58306,0,0.572830697,0,0,0.51116927,0,0,0.130397635,0.16882118,0,0,0,1.383218783,18.41745892,5.69208E-05,18.41751584,,0,,0,76.72147402,504.627992,15.20
MCHENRY,ILLINOIS,ILLINOIS_MCHENRY,2012,1582880000,16941.91,270893.6,,0,,,0,53857.97,11183.14,,,,352876.62,28368.87827,4030.917835,32399.79611,,,,0,385276.4161,10.70321818,171.1396947,0,0,0,0,0,34.02530198,7.065058627,0,0,0,222.9332735,17.92231772,2.54657E-06,17.92232027,,0,,0,243.4021632,405.851643,59.97
MCHENRY,NORTH DAKOTA,NORTH DAKOTA_MCHENRY,2012,4950880256,54684.2,101467.2,,0,,,0,32897.81,32844.01,,172870,,394763.22,838.657638,,838.657638,47.0304,,,47.0304,395648.908,11.04534894,20.49477967,0,0,0,0,0,6.644840574,6.633973819,0,34.91702305,0,79.73596605,0.169395662,,0.169395662,,0.009499402,,0.009499402,79.91486111,693.017074,11.53
MCINTOSH,NORTH DAKOTA,NORTH DAKOTA_MCINTOSH,2012,2575689984,60082.95,114871.8,,0,,,0,71230.57,10338.09,,59182.24,,315705.65,34.230924,,34.230924,,,,0,315739.8809,23.3269339,44.59845739,0,0,0,0,0,27.654947,4.013716738,0,22.97723731,0,122.5712923,0.013290002,,0.013290002,,0,,0,122.5845823,397.902538,30.81
MCINTOSH,GEORGIA,GEORGIA_MCINTOSH,2012,1243970048,,42.66687,,0,,,0,0,,,,,42.66687,15857.47554,62788.6039,78646.07944,,,,0,78688.74631,0,0.034298953,0,0,0,0,0,0,0,0,0,0,0.034298953,12.74747376,5.04744E-05,12.74752423,,0,,0,63.25614225,406.230638,15.57
MCINTOSH,OKLAHOMA,OKLAHOMA_MCINTOSH,2012,1845040000,228.6925,808.7376,,0,,,0,226.5805,,,,,1264.0106,,,0,,,,0,1264.0106,0.123949887,0.438330659,0,0,0,0,0,0.122805197,0,0,0,0,0.685085743,,,0,,0,,0,0.685085743,483.551339,0.14
MCKEAN,PENNSYLVANIA,PENNSYLVANIA_MCKEAN,2012,2548859904,2599.043,981.6956,,0,,,0,0,125.8183,,,,3706.5569,90001.65693,540.6596203,90542.31655,,,,0,94248.87345,1.019688448,0.385150866,0,0,0,0,0,0,0.04936258,0,0,0,1.454201894,35.31055465,2.12118E-07,35.31055486,,0,,0,36.97687476,501.548207,7.37
MCKENZIE,NORTH DAKOTA,NORTH DAKOTA_MCKENZIE,2012,7408480256,41713.04,3351.831,,0,,,0,0,17922.14,54893.8,117757.8,,235638.611,462.117474,66.08062025,528.1980943,18.88387,,,18.88387,236185.693,5.630444917,0.452431657,0,0,0,0,0,0,2.419138525,7.409589835,15.89500085,0,31.80660579,0.062376825,8.91959E-09,0.062376834,12.80812,0.002548953,,0.002548953,31.88045116,308.812228,10.32
MCKINLEY,NEW MEXICO,NEW MEXICO_MCKINLEY,2012,14129399808,4754.183,,,0,,,0,0,,,,,4754.183,,600.7329114,600.7329114,1697.847,,,1697.847,7052.762911,0.336474519,0,0,0,0,0,0,0,0,0,0,0,0.336474519,,4.25165E-08,4.25165E-08,3.468995,0.120164127,,0.120164127,0.499155166,78.297794,0.64
MCLEAN,KENTUCKY,KENTUCKY_MCLEAN,2012,663576000,330.8967,114808.3,,0,,,0,53274.99,15644.59,,,,184058.7767,21676.73262,,21676.73262,,,,0,205735.5093,0.498656823,173.0145454,0,0,0,0,0,80.2846848,23.57618419,0,0,0,277.3740712,32.66654102,,32.66654102,,0,,0,310.0406123,428.975579,72.27
MCLEAN,ILLINOIS,ILLINOIS_MCLEAN,2012,3072470016,6682.706,801089.2,,0,,,0,391570.5,2142.775,,,,1201485.181,17800.08048,,17800.08048,,,,0,1219285.261,2.175027247,260.7313321,0,0,0,0,0,127.4448564,0.6974112,0,0,0,391.0486269,5.793410639,,5.793410639,,0,,0,396.8420376,779.209814,50.93
MCLEAN,NORTH DAKOTA,NORTH DAKOTA_MCLEAN,2012,6029280256,28947.11,129038.4,,0,,,0,0,60194.16,59441.22,337753.2,,615374.09,77.019579,,77.019579,,,,0,615451.1096,4.801088815,21.40195753,0,0,0,0,0,0,9.983639414,9.858758836,56.01882574,0,102.0642703,0.012774258,,0.012774258,,0,,0,102.0770446,757.380361,13.48
MCLENNAN,TEXAS,TEXAS_MCLENNAN,2012,2746010112,,59556.46,,0,4077.966,,22971.17,0,57317.36,,,,143922.956,,,0,,,,0,143922.956,0,21.6883615,0,0,1.485051341,0,8.365289661,0,20.87296028,0,0,0,52.41166279,,,0,,0,,0,52.41166279,414.316795,12.65
MCLEOD,MINNESOTA,MINNESOTA_MCLEOD,2012,1309010048,21903.36,481646.9,,0,,,0,102475.6,,,2568.736,,608594.596,2704.242996,,2704.242996,,,,0,611298.839,16.7327669,367.947443,0,0,0,0,0,78.28480779,0,0,1.962350101,0,464.9273678,2.065868784,,2.065868784,,0,,0,466.9932366,590.818596,79.04
MCMINN,TENNESSEE,TENNESSEE_MCMINN,2012,1119379968,,4634.372,,0,,,0,6762.287,1957.697,,,,13354.356,34016.98073,22503.45486,56520.43559,,,,0,69874.79159,0,4.140124116,0,0,0,0,0,6.041100603,1.748911948,0,0,0,11.93013667,30.38912764,2.01035E-05,30.38914774,,0,,0,62.42276402,600.158986,10.40
MCMULLEN,TEXAS,TEXAS_MCMULLEN,2012,2994889984,,,,0,,,357.2035,0,78.92352,,,,436.12702,,,0,,,,0,436.12702,0,0,0,0,0,0,0.119270992,0,0.026352728,0,0,0,0.14562372,,,0,,0,,0,0.14562372,225.873403,0.06
MCNAIRY,TENNESSEE,TENNESSEE_MCNAIRY,2012,1459399936,,18291.85,,0,1424.481,,0,16773.03,705.0776,,,,37194.4386,65218.46795,37780.0928,102998.5608,,,,0,140192.9994,0,12.53381582,0,0,0.976073087,0,0,11.49310041,0.48312843,0,0,0,25.48611774,44.68855064,2.58874E-05,44.68857653,,0,,0,96.06208407,725.326789,13.24
MCPHERSON,KANSAS,KANSAS_MCPHERSON,2012,2332410112,15658.43,80658.58,,0,,,27126.15,47286.72,313166,,,,483895.88,1660.199814,138.1685696,1798.368384,,,,0,485694.2484,6.713411985,34.58164565,0,0,0,0,11.63009449,20.27375879,134.267125,0,0,0,207.4660359,0.71179584,5.92385E-08,0.711795899,,0,,0,208.2370703,390.657512,53.30
MCPHERSON,SOUTH DAKOTA,SOUTH DAKOTA_MCPHERSON,2012,2983340032,52141.3,205848.8,,0,,,0,75640.37,6153.703,,45077.28,,384861.453,68.461848,,68.461848,,,,0,384929.9148,17.47749148,68.99944284,0,0,0,0,0,25.35425704,2.062689112,0,15.10966887,0,129.0035493,0.022948054,,0.022948054,,0,,0,129.0264974,385.27732,33.49
MCPHERSON,NEBRASKA,NEBRASKA_MCPHERSON,2012,2228239872,8647.435,13534.54,,0,,,0,573.0688,410.062,,,,23165.1058,,,0,7.5118,,,7.5118,23172.6176,3.880836668,6.074094701,0,0,0,0,0,0.257184519,0.184029559,0,0,0,10.39614545,,,0,,0.003371181,,0.003371181,10.39951663,284.598504,3.65
MEADE,KANSAS,KANSAS_MEADE,2012,2537100032,9845.883,329146.1,,0,,,17488.87,9148.406,86944.24,,,,452573.499,504.906129,,504.906129,,,,0,453078.4051,3.880762633,129.7331977,0,0,0,0,6.893252051,3.605851517,34.2691415,0,0,0,178.3822054,0.199009153,,0.199009153,,0,,0,178.5812145,268.900503,66.41
MEADE,KENTUCKY,KENTUCKY_MEADE,2012,839224000,7187.478,22490.87,,0,,,0,16125.58,7293.295,,,,53097.223,20273.26474,,20273.26474,,,,0,73370.48774,8.564433334,26.79960297,0,0,0,0,0,19.21486993,8.690522435,0,0,0,63.26942866,24.15715559,,24.15715559,,0,,0,87.42658425,310.589876,28.15
MEADE,SOUTH DAKOTA,SOUTH DAKOTA_MEADE,2012,9020309504,50476.79,3832.131,,0,,,0,0,47907.81,,3427.461,,105644.192,273.847392,4331.284291,4605.131683,1130.246,,,1130.246,111379.5697,5.59590444,0.424833649,0,0,0,0,0,0,5.311104899,0,0.379971552,0,11.71181454,0.03035898,4.8017E-07,0.03035946,7.801778,0.125300135,,0.125300135,12.34764391,540.731004,2.28
MEAGHER,MONTANA,MONTANA_MEAGHER,2012,6202270208,31766.09,,,0,,,0,0,2553.971,,3126.866,,37446.927,,6632.091342,6632.091342,195.1435,,,195.1435,44274.16184,5.121687533,0,0,0,0,0,0,0,0.411780028,0,0.504148625,0,6.037616186,,1.0693E-06,1.0693E-06,2.986764,0.031463237,,0.031463237,7.138380038,248.233422,2.88
MECKLENBURG,VIRGINIA,VIRGINIA_MECKLENBURG,2012,1759469952,2133.783,1185.262,,0,,,0,20779.51,5489.943,,,,29588.498,88974.72921,55495.70635,144470.4356,,,,0,174058.9336,1.212741938,0.673647196,0,0,0,0,0,11.81009654,3.120225494,0,0,0,16.81671117,50.56905297,3.15412E-05,50.56908451,,0,,0,98.92691453,484.681994,20.41
MECKLENBURG,NORTH CAROLINA,NORTH CAROLINA_MECKLENBURG,2012,1413159936,,3268.591,,0,368.1078,,0,1517.651,2060.202,,,,7214.5518,15908.82193,1742.125443,17650.94737,,,,0,24865.49917,0,2.312966082,0,0,0.26048559,0,0,1.073941428,1.457868956,0,0,0,5.105262056,11.25762309,1.23279E-06,11.25762432,,0,,0,17.59567232,535.694629,3.28
MECOSTA,MICHIGAN,MICHIGAN_MECOSTA,2012,1479369984,,73508.54,,0,,,0,3495.713,3235.949,,,,80240.202,15660.64773,4175.093734,19835.74146,,,,0,100075.9435,0,49.6890844,0,0,0,0,0,2.362974129,2.187383166,0,0,0,54.2394417,10.58602506,2.82221E-06,10.58602788,,0,,0,67.64767742,630.977527,10.72
MEDINA,OHIO,OHIO_MEDINA,2012,1095559936,,39297.23,,0,,,0,32355.87,2566.551,,,,74219.651,29678.21111,829.0114177,30507.22253,,,,0,104726.8735,0,35.86953914,0,0,0,0,0,29.53363749,2.342684244,0,0,0,67.74586087,27.08953671,7.56701E-07,27.08953747,,0,,0,95.59209869,263.316166,36.30
MEDINA,TEXAS,TEXAS_MEDINA,2012,3456339968,,64201.7,,0,8496.692,,8333.906,0,20762.32,,,,101794.618,,,0,,,,0,101794.618,0,18.57505355,0,0,2.458291742,0,2.411193944,0,6.007024827,0,0,0,29.45156407,,,0,,0,,0,29.45156407,774.351137,3.80
MEEKER,MINNESOTA,MINNESOTA_MEEKER,2012,1669900032,21221.51,470512.1,,0,,,0,110166.9,,,3943.212,,605843.722,1651.642083,6.007329114,1657.649412,,,,0,607501.3714,12.70825175,281.760639,0,0,0,0,0,65.97215276,0,0,2.361346143,0,362.8023896,0.989066442,3.59742E-09,0.989066446,,0,,0,363.7950535,605.113065,60.12
MEIGS,OHIO,OHIO_MEIGS,2012,1121200000,4295.641,9222.132,,0,,,0,1020.984,101.9475,,,,14640.7045,37782.38237,5022.127139,42804.50951,,,,0,57445.21401,3.831288798,8.225233678,0,0,0,0,0,0.910617196,0.090927132,0,0,0,13.0580668,33.69816479,4.47924E-06,33.69816927,,0,,0,51.2354745,601.754576,8.51
MEIGS,TENNESSEE,TENNESSEE_MEIGS,2012,561406016,,1522.176,,0,,,0,2712.86,488.0641,,,,4723.1001,4124.826342,3970.844544,8095.670886,,,,0,12818.77099,0,2.711363891,0,0,0,0,0,4.832260294,0.869360296,0,0,0,8.412984481,7.347314109,7.07304E-06,7.347321182,,0,,0,22.83333385,584.481086,3.91
MELLETTE,SOUTH DAKOTA,SOUTH DAKOTA_MELLETTE,2012,3395279872,16219.96,3690.123,,0,,,3116.162,895.2437,22336.54,,5512.889,,51770.9177,,,0,,,,0,51770.9177,4.77720854,1.086839123,0,0,0,0,0.917792382,0.263673021,6.578703624,0,1.623692069,0,15.24790876,,,0,,0,,0,15.24790876,328.950007,4.64
